name,aliases,titles,born,died,gender,culture,father,mother,books,Books Apperences
Myranda Lefford,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Myriame Manderly,['Has no known aliases'],['Lady of Winterfell'],,,Female,Northmen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Olyvar Oakheart,['The Green Oak'],['Ser'],,In 161 AC,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Orbert Caswell,['The Black Centaur'],"[""Lord Commander of the Night's Watch""]",,At Castle Black,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ormond Westerling,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Bass,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Arra Norrey,['Has no known aliases'],['Lady of Winterfell'],,,Female,Northern mountain clans,,,['https://www.anapioficeandfire.com/api/books/11'],1
Ormund Baratheon,['Has no known aliases'],"['Lord Paramount of the Stormlands', ""Lord of Storm's End"", 'Hand of the King']",,"In 260 AC, at Stepstones",Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Gwayne Hightower,['Has no known aliases'],['Ser'],In or between 88 AC and 96 AC,"In 130 AC, at King's Landing",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Gwayne Gaunt,['Has no known aliases'],['Ser'],,At Duskendale,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Gunthor Hightower,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Arstan Selmy,['Has no known aliases'],['Lord of Harvest Hall'],,,Male,Westeros,,,['https://www.anapioficeandfire.com/api/books/8'],1
Balon Botley,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Baelon Targaryen,['Heir for a Day'],['Prince'],"In 105 AC, at King's Landing","In 105 AC, at King's Landing",Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/10'],1
Baelon Targaryen,['Has no known aliases'],['Has no title'],At Dragonstone,,Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Aubrey Ambrose,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Doss,['Blind Doss'],['Has no title'],,,Male,Free Folk,,,['https://www.anapioficeandfire.com/api/books/8'],1
Greydon Goodbrother,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Arianne Tarth,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Artys I Arryn,"['Falcon Knight', 'Winged Knight']","['King of Mountain and Vale', 'Ser']",", at Giant's Lance",,Male,Andal,,,['https://www.anapioficeandfire.com/api/books/11'],1
Brandon Stark,['Has no known aliases'],"['Lord of Winterfell', 'Warden of the North']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Brandon Stark,['Brandon the Bad'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Archibald Yronwood,"['Big Man', 'Ser Greenguts']",['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Androw Ashford,['Has no known aliases'],['Ser'],At Ashford,,Male,Reach,,,['https://www.anapioficeandfire.com/api/books/4'],1
Andrey Charlton,['Has no known aliases'],['Ser'],,"In 299 AC, at the Riverlands",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Alyssa Velaryon,['Has no known aliases'],"['Lady', 'Queen', 'Dowager Queen', 'Queen Regent', ""Lady of Storm's End""]",In 7 AC,,Female,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Barre,['Has no known aliases'],['Septon'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Ben Bushy,['Big Ben'],['Ser'],,"In 299 AC, at the Blackwater Rush",Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Buford Bulwer,['The Old Ox'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Bethany Bracken,['Has no known aliases'],['Has no title'],In 156 AC or later,In 178 AC,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Bryan Fossoway,['Has no known aliases'],['Ser'],,"In 299 AC, at Blackwater Rush",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Branston Cuy,['Has no known aliases'],['Lord of Sunflower Hall'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Brandon Stark,"['Bran', 'Bran the Broken', 'The Winged Wolf']",['Prince of Winterfell'],"In 290 AC, at Winterfell",,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/5'],1
Alyssa Arryn,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Armond Caswell,['Has no known aliases'],['Lord of Bitterbridge'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Bethany Redwyne,['Has no known aliases'],['Lady of Goldengrove'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Betha Blackwood,['Black Betha'],"['Lady', 'Queen']",At Raventree Hall,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Benedict I Justman,"['Benedict Rivers', 'Benedict the Bold', 'Benedict the Just']","['Ser', 'King of the Trident']",,,Male,Rivermen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Bertram Beesbury,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Bennis,"['Bennis of the Brown Shield', 'Bennis Brownstench']",['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Bennarion Botley,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Bennard Brune,['Has no known aliases'],"['Ser', 'The Knight of Brownhollow']",,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Benjen Stark,['Benjen the Sweet'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Benjen Stark,['Benjen the Bitter'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Alyssa Targaryen,['Has no known aliases'],['Princess'],In or between 51 AC and 60 AC,,Female,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Arthor Karstark,['Has no known aliases'],['Has no title'],,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/8'],1
Alysanne Tarth,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gillam,['Has no known aliases'],['Brother'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
,['The Poetess'],['Has no title'],,,Female,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Alys Arryn,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Alys Arryn,['Has no known aliases'],['Has no title'],In or between 218 AC and 249 AC,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Abelar Hightower,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Osmynd,['Has no known aliases'],['Septon'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Meribald,['Has no known aliases'],['Septon'],"In 247 AC or 248 AC, at the riverlands",,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Melicent,['Has no known aliases'],['Septa'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
,['The Veiled Lady'],['Has no title'],,,Female,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Alysanne Osgrey,['Has no known aliases'],['Has no title'],In 188 AC or 189 AC,"In 209 AC, at King's Landing",Female,,,,['https://www.anapioficeandfire.com/api/books/6'],1
,"[""the Sailor's Wife""]",['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
,['Quickfinger'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
,['Porridge'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/3'],1
,['Old Crackbones'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Addam Osgrey,['Has no known aliases'],['Has no title'],In 183 AC or 184 AC,"In 196 AC, at Redgrass Field",Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
,['Lamprey'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Aegon Targaryen,['Has no known aliases'],['Prince'],In 26 AC,"In 43 AC, at Gods Eye",Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Aegon Targaryen,['Has no known aliases'],['Prince'],,,Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Aegon Targaryen,['Has no known aliases'],['Prince'],In or between 50 AC and 59 AC,,Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Aemon Costayne,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Aerion Targaryen,['Has no known aliases'],['Lord of Dragonstone'],At Dragonstone,At Dragonstone,Male,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Alan,"[""Alan o' the Oak"", 'The Blind Bowman']",['Has no title'],In Age of Heroes,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Alester Oakheart,['Has no known aliases'],['Has no title'],,At Prince's Pass,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Alester Tyrell,['Has no known aliases'],['Ser'],,,Male,Andal,,,['https://www.anapioficeandfire.com/api/books/11'],1
Allyria Dayne,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Alyn Hunt,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Alys Karstark,['Has no known aliases'],['Lady of Winterfell'],,,Female,Northmen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Alys Karstark,['Has no known aliases'],['Has no title'],,,Female,Northmen,,,['https://www.anapioficeandfire.com/api/books/11'],1
Glendon Flowers,"['Glendon Ball', 'The Knight of the Pussywillows', 'Glendon the Bastard']",['Ser'],In 196 AC,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Casper Wylde,['Has no known aliases'],['Lord of the Rain House'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/8'],1
Elys Westerling,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Alysanne Farman,['Has no known aliases'],['Lady'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Alysanne Hightower,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Bryen Caron,['Has no known aliases'],"['Lord of the Marches', 'Lord of Nightsong']",,In 289 AC,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Calla Blackfyre,['Has no known aliases'],['Has no title'],,,Female,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Gulian Qorgyle,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Elys Waynwood,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ezzelyno,['Has no known aliases'],['Red Priest'],,,Male,Braavosi,,,['https://www.anapioficeandfire.com/api/books/5'],1
Eyron Stark,['Has no known aliases'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Eustace Osgrey,['The Knight of Standfast'],"['Knight and Master of Standfast', 'Lord of Coldmoat']",At Standfast,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Emphyria Vance,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Emmon Cuy,['Emmon the Yellow'],['Ser'],At Sunflower Hall,"In 299 AC, at near Storm's End",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Elyas Willum,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Addam Frey,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Foss the Archer,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Ellyn Ever Sweet,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Ella Lannister,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Eldred Codd,['Has no known aliases'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Eglantine,['Has no known aliases'],['Septa'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Edwyn Stark,['The Spring King'],"['King in the North', 'Lord of Winterfell']",,,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/2'],1
Edwyn Osgrey,['Has no known aliases'],['Ser'],,"In 196 AC, at the Redgrass Field",Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Falena Stokeworth,['Has no known aliases'],['Lady of Harrenhal'],In 125 AC,,Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Galladon Tarth,['Has no known aliases'],['Has no title'],"In either 275 AC, 276 AC or 277 AC",In either 284 AC or 285 AC,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Grance Morrigen,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Gowen Baratheon,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Craghas Drahar,['Craghas Crabfeeder'],['Has no title'],,In 108 AC,Male,Myrish,,,['https://www.anapioficeandfire.com/api/books/10'],1
Edwyd Fossoway,['Has no known aliases'],['Ser'],,"In 299 AC, at Blackwater Rush",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Clarence Charlton,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Gormond Goodbrother,['Has no known aliases'],['Has no title'],In 282 AC or 283 AC,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Fern,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Gormond Drumm,['Gormond the Oldfather'],['Has no title'],,,Male,Ironborn,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gladden Wylde,['Has no known aliases'],['Ser'],,"In 298 AC, at the Mummer's Ford",Male,,,,['https://www.anapioficeandfire.com/api/books/1'],1
Galtry the Green,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Gilbert of the Vines,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Gawen Wylde,['Has no known aliases'],"['Ser', ""Master-at-arms at Storm's End""]",,"In 283 AC, at Storm's End",Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Garth the Gardener,['Has no known aliases'],['King of the Reach'],,,Male,First Men,https://www.anapioficeandfire.com/api/characters/1411,,['https://www.anapioficeandfire.com/api/books/11'],1
Garth XII Gardener,['Has no known aliases'],['King of the Reach'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Garth Hightower,['Garth Greysteel'],['Ser'],At Oldtown,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Edmund Ambrose,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Gawen Swann,['Has no known aliases'],['Lord of Stonehelm'],"In 152 AC or before, at Stonehelm",,Male,,,,['https://www.anapioficeandfire.com/api/books/4'],1
Edgerran Oakheart,['Edgerran the Open-Handed'],['Lord'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Cleyton Caswell,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/6'],1
Creighton Longbough,['Has no known aliases'],['Ser'],In or between 240 AC and 249 AC,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Cregan Karstark,['Has no known aliases'],['Has no title'],"In 249 AC (roughly), at Karhold",,Male,Northmen,,,['https://www.anapioficeandfire.com/api/books/8'],1
Crake,['Crake the Boarkiller'],['Has no title'],In Age of Heroes,,Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Corwyn Corbray,['Has no known aliases'],"['Ser', 'Lord of the Five Fingers']",,,Male,Andal,,,['https://www.anapioficeandfire.com/api/books/11'],1
Corwyn Corbray,['Has no known aliases'],"['Ser', 'Lord Regent']",,"In 134 AC, at Runestone",Male,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Colen of Greenpools,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/2'],1
Clarent Crakehall,['Has no known aliases'],['Ser'],At Crakehall,"In 130 AC, at Gods Eye",Male,,,,['https://www.anapioficeandfire.com/api/books/9'],1
Eden Risley,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/7'],1
Clarence Crabb,['Clarence the Short'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Ceryse Hightower,['Has no known aliases'],"['Lady', 'Queen']",In 2 AC,"In 45 AC, at King's Landing",Female,,,,['https://www.anapioficeandfire.com/api/books/11'],1
Cedrik Storm,['the Bastard of Bronzegate'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Galyeon of Cuy,['Has no known aliases'],['Has no title'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/3'],1
Daenora Targaryen,['Has no known aliases'],['Princess'],,,Female,Valyrian,,,['https://www.anapioficeandfire.com/api/books/11'],1
Denys Darklyn,['Has no known aliases'],['Lord of Duskendale'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Desmond Redwyne,['Has no known aliases'],['Ser'],,,Male,,,,['https://www.anapioficeandfire.com/api/books/5'],1
Denyse Hightower,['Has no known aliases'],['Has no title'],,,Female,,,,['https://www.anapioficeandfire.com/api/books/5'],1
