,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
754,"[104.1856, -6.8394, 38.71]",Point,us2000j3b8,,,2000j3b8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3b8&format=geojson,2.75,,78.0,",us2000j3b8,",5.1,mb,,us,,"156km SSW of Kotaagung, Indonesia",1.01,400,",us,",reviewed,1547294666400,"M 5.1 - 156km SSW of Kotaagung, Indonesia",1,earthquake,",geoserve,origin,phase-data,",420,1554238343040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3b8,Feature
755,"[159.2833, 53.0743, 76.42]",Point,us2000j3b2,,2.2,2000j3b2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j3b2&format=geojson,0.385,1.0,75.0,",us2000j3b2,",5.0,mb,,us,,"42km E of Petropavlovsk-Kamchatskiy, Russia",0.56,385,",us,",reviewed,1547291943440,"M 5.0 - 42km E of Petropavlovsk-Kamchatskiy, Russia",0,earthquake,",dyfi,geoserve,origin,phase-data,",720,1554238342040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j3b2,Feature
756,"[-175.8455, -26.8175, 10]",Point,us2000j39c,,,2000j39c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j39c&format=geojson,3.039,,119.0,",us2000j39c,",5.2,mb,,us,,South of Tonga,1.44,416,",us,",reviewed,1547273022970,M 5.2 - South of Tonga,0,earthquake,",geoserve,origin,phase-data,",-720,1554238340040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j39c,Feature
757,"[75.7112, 39.6095, 18.28]",Point,us2000j38u,,,2000j38u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j38u&format=geojson,2.649,,64.0,",us2000j38u,",5.3,mww,,us,,"28km NW of Kashi, China",1.29,432,",us,",reviewed,1547267522090,"M 5.3 - 28km NW of Kashi, China",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1554238339040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j38u,Feature
758,"[101.2762, -3.3932, 39]",Point,us2000j337,,,2000j337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j337&format=geojson,1.931,,14.0,",us2000j337,",5.4,mww,,us,,"118km WNW of Bengkulu, Indonesia",0.92,449,",us,",reviewed,1547233529180,"M 5.4 - 118km WNW of Bengkulu, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",420,1554238333040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j337,Feature
759,"[-173.9721, -21.4205, 10]",Point,us2000j2uw,,,2000j2uw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j2uw&format=geojson,4.456,,113.0,",us2000j2uw,",5.3,mww,,us,,"101km E of `Ohonua, Tonga",1.17,432,",us,",reviewed,1547186292510,"M 5.3 - 101km E of `Ohonua, Tonga",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-720,1554238325040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j2uw,Feature
760,"[26.6262, 34.5801, 36.37]",Point,us2000j2mg,,,2000j2mg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j2mg&format=geojson,1.059,,43.0,",us2000j2mg,",5.0,mb,,us,,"76km SSE of Palaikastron, Greece",1.2,385,",us,",reviewed,1547144681280,"M 5.0 - 76km SSE of Palaikastron, Greece",0,earthquake,",geoserve,origin,phase-data,",120,1554238262040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j2mg,Feature
761,"[-176.3356, -26.9697, 10]",Point,us2000j8un,,,2000j8un,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j8un&format=geojson,2.668,,129.0,",us2000j8un,",5.1,mb,,us,,"297km NNE of Raoul Island, New Zealand",0.89,400,",us,",reviewed,1547143000760,"M 5.1 - 297km NNE of Raoul Island, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1554238410040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j8un,Feature
762,"[-176.1577, -27.1754, 10]",Point,us2000j2lk,,,2000j2lk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j2lk&format=geojson,2.587,,121.0,",us2000j2lk,",5.0,mb,,us,,"288km NE of Raoul Island, New Zealand",1.27,385,",us,",reviewed,1547140320050,"M 5.0 - 288km NE of Raoul Island, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1554238320040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j2lk,Feature
763,"[-175.5446, -26.904, 10]",Point,us2000j2kv,green,,2000j2kv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j2kv&format=geojson,3.142,,100.0,",us2000j2kv,",5.8,mww,0.0,us,,South of Tonga,0.96,518,",us,",reviewed,1547139637630,M 5.8 - South of Tonga,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1554238261040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j2kv,Feature
764,"[168.8301, -21.8157, 10]",Point,us2000j8u8,,,2000j8u8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j8u8&format=geojson,2.23,,66.0,",us2000j8u8,",5.1,mb,,us,,"102km ESE of Tadine, New Caledonia",1.33,400,",us,",reviewed,1547139614270,"M 5.1 - 102km ESE of Tadine, New Caledonia",0,earthquake,",geoserve,origin,phase-data,",660,1554238407040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j8u8,Feature
765,"[-176.3448, -29.9483, 10]",Point,us2000j2cz,,,2000j2cz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j2cz&format=geojson,1.547,,57.0,",us2000j2cz,",5.2,mb,,us,,"168km ESE of Raoul Island, New Zealand",0.59,416,",us,",reviewed,1547096060660,"M 5.2 - 168km ESE of Raoul Island, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720,1554238312040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j2cz,Feature
766,"[119.9551, -9.3853, 72.93]",Point,us2000j23z,,,2000j23z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j23z&format=geojson,2.374,,48.0,",us2000j23z,",5.0,mww,,us,,"1km E of Napu, Indonesia",1.37,385,",us,",reviewed,1547060191060,"M 5.0 - 1km E of Napu, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1554238261040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j23z,Feature
767,"[95.8773, 3.9401, 45.6]",Point,us2000j1tl,,,2000j1tl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1tl&format=geojson,1.666,,92.0,",us2000j1tl,",5.1,mb,,us,,"35km SW of Meulaboh, Indonesia",0.84,400,",us,",reviewed,1547026749090,"M 5.1 - 35km SW of Meulaboh, Indonesia",0,earthquake,",geoserve,origin,phase-data,",360,1554238298040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1tl,Feature
768,"[-174.2895, -17.6716, 10]",Point,us2000j1e2,,,2000j1e2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1e2&format=geojson,4.371,,56.0,",us2000j1e2,",5.2,mb,,us,,"113km NNW of Neiafu, Tonga",1.25,416,",us,",reviewed,1546958941870,"M 5.2 - 113km NNW of Neiafu, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1554238285040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1e2,Feature
769,"[131.0441, 30.5872, 35]",Point,us2000j1d4,green,3.8,2000j1d4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1d4&format=geojson,2.534,12.0,26.0,",us2000j1d4,",6.3,mww,6.13,us,,"16km SSE of Nishinoomote, Japan",0.83,615,",us,",reviewed,1546951170950,"M 6.3 - 16km SSE of Nishinoomote, Japan",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",540,1554238284040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1d4,Feature
770,"[-74.0062, -4.6078, 10]",Point,us2000j1c8,,4.9,2000j1c8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1c8&format=geojson,3.36,3.0,33.0,",us2000j1c8,",5.2,mww,,us,,"54km W of Saquena, Peru",0.84,417,",us,",reviewed,1546941610050,"M 5.2 - 54km W of Saquena, Peru",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-300,1554238282040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1c8,Feature
771,"[106.5655, -7.8778, 35]",Point,us2000j1c6,,2.7,2000j1c6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j1c6&format=geojson,1.476,16.0,46.0,",us2000j1c6,",5.2,mb,,us,,"53km SSW of Rancaerang, Indonesia",1.11,420,",us,",reviewed,1546941287990,"M 5.2 - 53km SSW of Rancaerang, Indonesia",1,earthquake,",dyfi,geoserve,origin,phase-data,",420,1554238282040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j1c6,Feature
772,"[126.781, 2.442, 39.88]",Point,us2000j137,green,,2000j137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j137&format=geojson,1.759,,34.0,",us2000j137,",5.2,mww,2.864,us,,"157km WNW of Tobelo, Indonesia",1.11,416,",us,",reviewed,1546870312010,"M 5.2 - 157km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1552067418040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j137,Feature
773,"[121.9502, 7.8663, 19.43]",Point,us2000j0yp,green,2.7,2000j0yp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0yp&format=geojson,3.684,5.0,31.0,",us2000j0yp,",5.5,mww,4.964,us,,"27km NW of Siocon, Philippines",1.17,467,",us,",reviewed,1546830714280,"M 5.5 - 27km NW of Siocon, Philippines",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",480,1552067418040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0yp,Feature
774,"[126.8881, 2.4472, 43.36]",Point,us2000j0vz,,,2000j0vz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0vz&format=geojson,1.731,,107.0,",us2000j0vz,",5.0,mb,,us,,"147km WNW of Tobelo, Indonesia",1.1,385,",us,",reviewed,1546805187760,"M 5.0 - 147km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0vz,Feature
775,"[126.6344, 2.354, 35]",Point,us2000j0vf,,,2000j0vf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0vf&format=geojson,1.733,,83.0,",us2000j0vf,",5.0,mb,,us,,"167km WNW of Tobelo, Indonesia",0.8,385,",us,",reviewed,1546802162350,"M 5.0 - 167km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0vf,Feature
776,"[126.7763, 2.2776, 49.22]",Point,us2000j0v6,,,2000j0v6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0v6&format=geojson,1.607,,104.0,",us2000j0v6,",5.1,mb,,us,,"150km WNW of Tobelo, Indonesia",1.11,400,",us,",reviewed,1546799128960,"M 5.1 - 150km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0v6,Feature
777,"[126.7396, 2.2318, 52.54]",Point,us2000j0v3,,,2000j0v3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0v3&format=geojson,1.579,,78.0,",us2000j0v3,",5.1,mb,,us,,"151km WNW of Tobelo, Indonesia",0.74,400,",us,",reviewed,1546798689690,"M 5.1 - 151km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0v3,Feature
778,"[126.6584, 2.2334, 19.8]",Point,us2000j7wq,,,2000j7wq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7wq&format=geojson,1.615,,126.0,",us2000j7wq,",5.2,mb,,us,,"160km WNW of Tobelo, Indonesia",0.89,416,",us,",reviewed,1546795991550,"M 5.2 - 160km WNW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480,1552067422040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7wq,Feature
779,"[126.758, 2.258, 43.21]",Point,us2000j0uj,green,2.0,2000j0uj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0uj&format=geojson,1.596,9.0,33.0,",at00pkx75m,us2000j0uj,pt19006001,",6.6,mww,4.004,us,,"151km WNW of Tobelo, Indonesia",0.87,672,",at,us,pt,",reviewed,1546795638980,"M 6.6 - 151km WNW of Tobelo, Indonesia",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0uj,Feature
780,"[77.6122, 39.8478, 9.01]",Point,us2000j0uf,,,2000j0uf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0uf&format=geojson,1.822,,45.0,",us2000j0uf,",5.0,mww,,us,,"129km E of Arzak, China",0.68,385,",us,",reviewed,1546791752190,"M 5.0 - 129km E of Arzak, China",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0uf,Feature
781,"[45.6794, 34.1248, 14]",Point,us2000j0th,green,8.7,2000j0th,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0th&format=geojson,0.99,55.0,40.0,",us2000j0th,",5.6,mww,6.495,us,,"40km SSW of Sarpol-e Zahab, Iran",0.65,530,",us,",reviewed,1546782119060,"M 5.6 - 40km SSW of Sarpol-e Zahab, Iran",0,earthquake,",dyfi,geoserve,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",210,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0th,Feature
782,"[-70.8297, -15.1888, 30.6]",Point,us2000j0ss,,2.0,2000j0ss,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0ss&format=geojson,2.505,1.0,116.0,",us2000j0ss,",5.0,mb,,us,,"42km SW of Ayaviri, Peru",0.77,385,",us,",reviewed,1546772780320,"M 5.0 - 42km SW of Ayaviri, Peru",0,earthquake,",dyfi,geoserve,impact-text,origin,phase-data,",-300,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0ss,Feature
783,"[153.6892, -3.3944, 387.14]",Point,us2000j0qw,,,2000j0qw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0qw&format=geojson,1.715,,38.0,",us2000j0qw,",5.2,mww,,us,,"139km NNE of Taron, Papua New Guinea",0.69,416,",us,",reviewed,1546759804660,"M 5.2 - 139km NNE of Taron, Papua New Guinea",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",600,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0qw,Feature
784,"[-178.1425, 51.2607, 35]",Point,us2000j0qt,,,2000j0qt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0qt&format=geojson,0.577,,96.0,",ak019a1jkct,us2000j0qt,",5.1,mb,,us,,"67km E of Amatignak Island, Alaska",1.01,400,",ak,us,",reviewed,1546759540680,"M 5.1 - 67km E of Amatignak Island, Alaska",0,earthquake,",geoserve,origin,phase-data,",-720,1552067417040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0qt,Feature
785,"[51.6003, 28.5413, 10]",Point,us2000j0pj,,,2000j0pj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0pj&format=geojson,5.455,,76.0,",us2000j0pj,",5.0,mb,,us,,"88km ESE of Bandar Bushehr, Iran",0.92,385,",us,",reviewed,1546750089070,"M 5.0 - 88km ESE of Bandar Bushehr, Iran",0,earthquake,",geoserve,origin,phase-data,",210,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0pj,Feature
786,"[-153.2799, 65.407, 17.1]",Point,ak0199za3yf,green,5.0,0199za3yf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0199za3yf&format=geojson,,22.0,,",ak0199za3yf,us2000j0p8,",5.1,ml,5.73,ak,,"61km WNW of Tanana, Alaska",0.84,411,",ak,us,",reviewed,1546746334525,"M 5.1 - 61km WNW of Tanana, Alaska",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",-540,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/ak0199za3yf,Feature
787,"[144.5691, 25.8233, 14.28]",Point,us2000j0n0,green,,2000j0n0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0n0&format=geojson,2.485,,20.0,",us2000j0n0,",5.7,mww,2.17,us,,"272km ESE of Chichi-shima, Japan",0.75,500,",us,",reviewed,1546728854440,"M 5.7 - 272km ESE of Chichi-shima, Japan",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",600,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0n0,Feature
788,"[-71.587, -8.144, 570.41]",Point,us2000j0ja,green,2.8,2000j0ja,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0ja&format=geojson,1.181,13.0,16.0,",us2000j0ja,",6.8,mww,2.84,us,,"90km W of Tarauaca, Brazil",1.15,715,",us,",reviewed,1546716338520,"M 6.8 - 90km W of Tarauaca, Brazil",0,earthquake,",dyfi,geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",-300,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0ja,Feature
789,"[-172.1656, -18.0407, 10]",Point,us2000j0j1,,,2000j0j1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0j1&format=geojson,2.36,,64.0,",us2000j0j1,",5.1,mb,,us,,"203km ENE of Neiafu, Tonga",0.82,400,",us,",reviewed,1546714506890,"M 5.1 - 203km ENE of Neiafu, Tonga",0,earthquake,",geoserve,origin,phase-data,",-660,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0j1,Feature
790,"[-178.1181, 51.3349, 30]",Point,us2000j0iw,green,4.6,2000j0iw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0iw&format=geojson,0.502,4.0,42.0,",us2000j0iw,at00pkvg6n,ak0198komzw,",5.9,mww,4.75,us,,"61km S of Tanaga Volcano, Alaska",1.36,537,",us,at,ak,",reviewed,1546714031740,"M 5.9 - 61km S of Tanaga Volcano, Alaska",1,earthquake,",dyfi,geoserve,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-600,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0iw,Feature
791,"[127.6071, -0.8253, 14.3]",Point,us2000j0hh,green,,2000j0hh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0hh&format=geojson,1.604,,85.0,",us2000j0hh,",5.4,mww,3.901,us,,"58km N of Laiwui, Indonesia",0.72,449,",us,",reviewed,1546685697590,"M 5.4 - 58km N of Laiwui, Indonesia",1,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1552067416040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0hh,Feature
792,"[127.4736, -1.0211, 10]",Point,us2000j7qg,,,2000j7qg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j7qg&format=geojson,1.784,,115.0,",us2000j7qg,",5.0,mb,,us,,"42km NNW of Laiwui, Indonesia",0.5,385,",us,",reviewed,1546653561610,"M 5.0 - 42km NNW of Laiwui, Indonesia",1,earthquake,",geoserve,origin,phase-data,",540,1552067422040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j7qg,Feature
793,"[127.6814, -0.84, 10]",Point,us2000j0f5,,,2000j0f5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0f5&format=geojson,1.631,,78.0,",us2000j0f5,",5.2,mww,,us,,"56km N of Laiwui, Indonesia",1.11,416,",us,",reviewed,1546653338270,"M 5.2 - 56km N of Laiwui, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",540,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0f5,Feature
794,"[126.1068, 4.4493, 106.98]",Point,us2000j0f3,,,2000j0f3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j0f3&format=geojson,2.655,,50.0,",us2000j0f3,",5.0,mww,,us,,"127km SE of Sarangani, Philippines",0.97,385,",us,",reviewed,1546650258750,"M 5.0 - 127km SE of Sarangani, Philippines",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j0f3,Feature
795,"[130.4073, -6.5176, 127.9]",Point,us2000j076,green,2.0,2000j076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j076&format=geojson,1.703,3.0,29.0,",us2000j076,",5.6,mww,3.47,us,,"187km NNW of Saumlaki, Indonesia",0.77,483,",us,",reviewed,1546582965630,"M 5.6 - 187km NNW of Saumlaki, Indonesia",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j076,Feature
796,"[164.6918, 54.8864, 10]",Point,us2000j04m,,,2000j04m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j04m&format=geojson,4.027,,69.0,",us2000j04m,",5.4,mb,,us,,"89km WSW of Nikol'skoye, Russia",0.67,449,",us,",reviewed,1546551315350,"M 5.4 - 89km WSW of Nikol'skoye, Russia",0,earthquake,",geoserve,origin,phase-data,",660,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j04m,Feature
797,"[127.3019, 2.3908, 54.41]",Point,us2000j048,,,2000j048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j048&format=geojson,1.609,,104.0,",us2000j048,",5.0,mww,,us,,"107km NW of Tobelo, Indonesia",0.79,385,",us,",reviewed,1546549142320,"M 5.0 - 107km NW of Tobelo, Indonesia",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j048,Feature
798,"[153.7228, 48.8819, 122.73]",Point,us2000j03t,,,2000j03t,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j03t&format=geojson,4.92,,48.0,",us2000j03t,",5.2,mb,,us,,"264km SW of Severo-Kuril'sk, Russia",0.85,416,",us,",reviewed,1546548379530,"M 5.2 - 264km SW of Severo-Kuril'sk, Russia",0,earthquake,",geoserve,origin,phase-data,",600,1552067415040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j03t,Feature
799,"[159.7347, 53.3335, 67.98]",Point,us2000j02g,,2.0,2000j02g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j02g&format=geojson,0.723,1.0,116.0,",us2000j02g,",5.0,mb,,us,,"79km ENE of Petropavlovsk-Kamchatskiy, Russia",0.67,385,",us,",reviewed,1546538266110,"M 5.0 - 79km ENE of Petropavlovsk-Kamchatskiy, Russia",0,earthquake,",dyfi,geoserve,origin,phase-data,",720,1552067414040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j02g,Feature
800,"[-26.201, -59.7459, 42.43]",Point,us2000j01b,,,2000j01b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us2000j01b&format=geojson,7.836,,29.0,",us2000j01b,",5.4,mb,,us,,"81km SSE of Bristol Island, South Sandwich Islands",0.87,449,",us,",reviewed,1546519651970,"M 5.4 - 81km SSE of Bristol Island, South Sandwich Islands",0,earthquake,",geoserve,origin,phase-data,",-120,1552067414040,https://earthquake.usgs.gov/earthquakes/eventpage/us2000j01b,Feature
