aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/27'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Raventree Hall,,,,Male,,Tytos Blackwood,[''],[],,['Lord of Raventree Hall'],[''],https://www.anapioficeandfire.com/api/characters/2045
['Ulf the Ill'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,Ironborn,"In 299 AC, at Winterfell",,Male,,Ulf,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2046
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,Mountain clans,"In 298 AC, at the Green Fork",,Male,,Ulf son of Umar,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2047
"['Ulf White', 'Ulf the Sot', 'The Betrayer']",[],"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 130 AC, at Tumbleton",,Male,,Ulf the White,[''],[],,"['Ser', 'Lord of Bitterbridge']",[''],https://www.anapioficeandfire.com/api/characters/2048
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Ironborn,,,Male,,Uller,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2049
['Ulmer of the Kingswood'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Ulmer,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2050
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,Mountain clans,,,Male,,Umar,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2051
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/11'],['https://www.anapioficeandfire.com/api/books/3'],,,,,Male,,Umfred,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2052
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Female,,Umma,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2053
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/55', 'https://www.anapioficeandfire.com/api/houses/143']",['https://www.anapioficeandfire.com/api/books/7'],In 195 AC or 196 AC,Westeros,,,Male,,Unknown,[''],[],https://www.anapioficeandfire.com/api/characters/113,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/2054
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/210'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Urek Ironmaker,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2055
['Urras Ironfoot'],[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",", at Orkmont",,,,Male,,Urras Greyiron,[''],[],,"['High King of the Iron Islands', 'Salt King of Orkmont']",[''],https://www.anapioficeandfire.com/api/characters/2056
['Urrathon Night-Walker'],[],['https://www.anapioficeandfire.com/api/books/2'],,Qartheen,,,Male,,Urrathon,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2057
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,,,,Male,,Urreg,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2058
['Urron Redhand'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",,Ironborn,,,Male,,Urron Greyiron,[''],[],,"['Iron King', 'King of the Iron Islands', 'Salt king of Orkmont']",[''],https://www.anapioficeandfire.com/api/characters/2059
"['Urswyck the Faithful', 'Faithful Urswyck']",[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Urswyck,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2060
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,Ironborn,,,Male,,Urzen,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2061
['Has no known aliases'],[],[],,,,,Male,,Uthor of the High Tower,[''],[],https://www.anapioficeandfire.com/api/characters/1672,['King of the High Tower'],[''],https://www.anapioficeandfire.com/api/characters/2062
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,"In 299 AC, at the burning septry",,Male,,Utt,[''],[],,['Septon'],[''],https://www.anapioficeandfire.com/api/characters/2063
"[""'Vinegar' Vaellyn""]",[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Vaellyn,[''],[],,['Archmaester'],[''],https://www.anapioficeandfire.com/api/characters/2064
"['The wildling princess', 'Lady Val']",[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Free Folk,,,Female,,Val,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2065
"['Varamyr Sixskins', 'Haggon', 'Lump']",[],['https://www.anapioficeandfire.com/api/books/3'],At a village Beyond the Wall,Free Folk,"In 300 AC, at a village Beyond the Wall",,Male,,Varamyr,[''],['https://www.anapioficeandfire.com/api/books/8'],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2066
['The goat Goat of Harrenhal The Crippler The Qohorik'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,Qohor,"In 300 AC, at Harrenhal",,Male,,Vargo Hoat,[''],[],,['Lord of Harrenhal'],[''],https://www.anapioficeandfire.com/api/characters/2067
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/1'],,Northmen,"In 298 AC, at King's Landing",,Male,,Varly,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2068
"['The Spider', 'The Eunuch', 'Rugen', 'Varys of Lys']",[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Lys,,,,Male,,Varys,['Conleth Hill'],[],,['Master of Whisperers'],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",https://www.anapioficeandfire.com/api/characters/2069
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,,,Female,,Violet,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2070
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","In 28BC or 29BC, at Dragonstone",Valyrian,In 44 AC,,Female,,Visenya Targaryen,[''],[],https://www.anapioficeandfire.com/api/characters/38,"['Queen', 'Dowager Queen']",[''],https://www.anapioficeandfire.com/api/characters/2071
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Vylarr,[''],[],,['Captain of Lannister household guard'],[''],https://www.anapioficeandfire.com/api/characters/2072
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Vyman,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/2073
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In or between 263 AC and 291 AC,,,,Male,,Walder Vance,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2074
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",,,,,Male,,Walgrave,[''],[],,['Archmaester'],[''],https://www.anapioficeandfire.com/api/characters/2075
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/1'],,,"In 298 AC, at Wolfswood",,Male,,Wallen,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2076
['Steelshanks Walton'],['https://www.anapioficeandfire.com/api/houses/34'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Walton,['Jamie Michie'],[],,['Has no title'],['Season 3'],https://www.anapioficeandfire.com/api/characters/2077
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/8'],,Reach,In before 283 AC,,Male,,Walys Flowers,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/2078
['Wat Barleycorn'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2079
['Blue Bard'],['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2080
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2081
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2082
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2083
['Wet Wat'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2084
['Whitesmile Wat'],['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Wat,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2085
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/4'],,,,,Male,,Wate,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2086
['Watt of Long Lake'],[],['https://www.anapioficeandfire.com/api/books/3'],,,"In 299 AC, at Bridge of Skulls",,Male,,Watt,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2087
['Watty the Miller'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Watty,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2088
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/1'],,Northmen,,,Male,,Wayn,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2089
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],In 296 AC or 297 AC,,,,Female,,Weasel,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2090
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/427']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,"In 299 AC, at Harrenhal",,Male,,Weese,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2091
['Wenda the White Fawn'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Female,,Wenda,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2092
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Wendamyr,[''],[],,['Maester'],[''],https://www.anapioficeandfire.com/api/characters/2093
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/419'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Wendell Webber,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2094
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/2'],,Qartheen,,,Male,,Wendello Qar Deeth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2095
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/2'],,Ironborn,,,Male,,Werlag,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2096
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/36'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 286 AC,Ironborn,,,Male,,Wex Pyke,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2097
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/3'],,,In 298 AC,,Male,,Wilbert,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2098
['Fletcher Will'],[],['https://www.anapioficeandfire.com/api/books/3'],,,At Riverlands,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2099
['Hookface Will'],['https://www.anapioficeandfire.com/api/houses/15'],['https://www.anapioficeandfire.com/api/books/3'],,,In 299 AC,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2100
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2101
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/7'],,,,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2102
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2103
['Will the Stork'],[],['https://www.anapioficeandfire.com/api/books/5'],,,"In 299 AC, at Blackwater Rush",,Male,,Will,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/2104
['Treb'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],,,,,Male,,Will,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2105
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/205'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Will Humble,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2106
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,At Stepstones,,Male,,Willam,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/2107
